	chr	start	end	value	area	cluster	indexStart	indexEnd	L	clusterL	name	annotation	description	region	distance	subregion	insideDistance	exonnumber	nexons	UTR	strand	geneL	codingL	Geneid	subjectHits
11174	chr8	32505269	32505269	-0.075792981	0.075792981	187986	224902	224902	1	8	NRG1	NM_001159995 NM_001159996 NM_001159999 NM_001160001 NM_001160002 NM_001160004 NM_001160005 NM_001160007 NM_001160008 NM_001322197 NM_001322201 NM_001322202 NM_001322203 NM_001322205 NM_001322206 NM_001322207 NM_004495 NM_013956 NM_013957 NM_013958 NM_013959 NM_013960 NM_013962 NM_013964 NP_001153467 NP_001153468 NP_001153471 NP_001153473 NP_001153474 NP_001153476 NP_001153477 NP_001153479 NP_001153480 NP_001309126 NP_001309130 NP_001309131 NP_001309132 NP_001309134 NP_001309135 NP_001309136 NP_004486 NP_039250 NP_039251 NP_039252 NP_039253 NP_039254 NP_039256 NP_039258 XM_005273486 XM_005273487 XM_006716335 XM_011544512 XM_017013365 XM_017013366 XM_017013367 XM_017013368 XM_017013369 XM_017013370 XM_017013371 XM_017013372 XP_005273543 XP_005273544 XP_006716398 XP_011542814 XP_016868854 XP_016868855 XP_016868856 XP_016868857 XP_016868858 XP_016868859 XP_016868860 XP_016868861	inside exon	inside	1018	inside exon	0	1	3	inside transcription region	+	96519	NA	3084	28827
3004	chr10	119507741	119507741	-0.075753072	0.075753072	28670	267652	267652	1	2	EMX2	NM_001165924 NM_004098 NP_001159396 NP_004089	downstream	downstream	205785	NA	NA	NA	2	NA	+	7101	NA	2018	16764
5099	chr15	30206862	30206862	-0.075750188	0.075750188	65412	355853	355853	1	1	TJP1	NM_001301025 NM_001301026 NM_001330239 NM_001355012 NM_001355013 NM_001355014 NM_001355015 NM_003257 NM_175610 NP_001287954 NP_001287955 NP_001317168 NP_001341941 NP_001341942 NP_001341943 NP_001341944 NP_003248 NP_783297 XM_005254617 XM_005254618 XM_005254619 XM_005254620 XM_011521972 XM_017022521 XM_017022522 XM_017022523 XM_017022524 XM_017022525 XM_017022526 XM_017022527 XM_017022528 XM_017022529 XM_017022530 XM_017022531 XP_005254674 XP_005254675 XP_005254676 XP_005254677 XP_011520274 XP_016878010 XP_016878011 XP_016878012 XP_016878013 XP_016878014 XP_016878015 XP_016878016 XP_016878017 XP_016878018 XP_016878019 XP_016878020	upstream	upstream	92156	NA	NA	NA	27	NA	-	122349	NA	7082	56670
6087	chr18	49865711	49865711	-0.075746009	0.075746009	92506	422783	422783	1	20	DCC	NM_005215 NP_005206 XM_011525843 XM_011525844 XM_017025568 XM_017025569 XM_017025570 XP_011524145 XP_011524146 XP_016881057 XP_016881058 XP_016881059	promoter	promoter	831	NA	NA	NA	29	NA	+	1195731	NA	1630	14454
10215	chr7	43152021	43152021	-0.075740568	0.075740568	176452	198595	198595	1	16	HECW1	NM_001287059 NM_015052 NP_001273988 NP_055867 XM_005249665 XM_006715670 XM_006715671 XM_006715673 XM_011515220 XM_011515222 XM_011515223 XM_011515224 XM_011515225 XM_011515226 XM_017011882 XM_017011883 XM_017011884 XM_017011885 XM_017011886 XM_017011887 XM_017011888 XM_017011889 XM_017011890 XP_005249722 XP_006715733 XP_006715734 XP_006715736 XP_011513522 XP_011513524 XP_011513525 XP_011513526 XP_011513527 XP_011513528 XP_016867371 XP_016867372 XP_016867373 XP_016867374 XP_016867375 XP_016867376 XP_016867377 XP_016867378 XP_016867379	promoter	promoter	177	NA	NA	NA	28	NA	+	450740	NA	23072	19535
5631	chr16	89107658	89107658	-0.075739386	0.075739386	80195	390173	390173	1	1	ACSF3	NM_001127214 NM_001243279 NM_001284316 NM_174917 NP_001120686 NP_001230208 NP_001271245 NP_777577 NR_045666 NR_045667 NR_104293 NR_147928 NR_147929 XM_005256293 XM_011522942 XM_011522943 XM_017023018 XM_017023019 XM_017023020 XM_017023021 XM_017023022 XP_005256350 XP_011521244 XP_011521245 XP_016878507 XP_016878508 XP_016878509 XP_016878510 XP_016878511 XR_001751864 XR_001751865 XR_933238 XR_933239 XR_933240 XR_933241	upstream	upstream	52559	NA	NA	NA	11	NA	+	61954	NA	197322	16235
10270	chr7	56895381	56895381	-0.075738247	0.075738247	177491	200812	200812	1	1	LOC100130849	NR_038450	downstream	downstream	54458	NA	NA	NA	5	NA	-	6761	NA	100130849	556
9704	chr6	159653199	159653199	-0.075716192	0.075716192	171103	184663	184663	1	2	FNDC1	NM_032532 NP_115921 XM_011536190 XM_011536191 XP_011534492 XP_011534493	inside exon	inside	34736	inside exon	0	9	12	inside transcription region	+	42526	NA	84624	65730
7449	chr21	32412191	32412191	-0.07569813	0.07569813	123182	461768	461768	1	1	KRTAP19-8	NM_001099219 NP_001092689	promoter	promoter	1396	NA	NA	NA	1	NA	-	317	NA	728299	57519
1705	chr1	984428	984428	-0.075694933	0.075694933	125	414	414	1	2	AGRN	NM_001305275 NM_198576 NP_001292204 NP_940978 XM_005244749 XM_011541429 XP_005244806 XP_011539731 XR_946650	inside exon	inside	28925	inside exon	0	24	36	inside transcription region	+	35996	NA	375790	32246
2243	chr1	162955625	162955625	-0.075674969	0.075674969	14174	34069	34069	1	1	RGS4	NM_001102445 NM_001113380 NM_001113381 NM_005613 NP_001095915 NP_001106851 NP_001106852 NP_005604	upstream	upstream	82771	NA	NA	NA	6	NA	+	8196	NA	5999	50606
3722	chr11	101001533	101001533	-0.075664266	0.075664266	39479	295735	295735	1	3	PGR-AS1	NR_073144	inside intron	inside	1725	inside intron	-19	2	7	inside transcription region	+	69831	NA	101054525	3609
1017	chr20	25058429	25058429	0.075659537	0.075659537	120134	453679	453679	1	2	VSX1	NM_001256271 NM_001256272 NM_014588 NM_199425 NP_001243200 NP_001243201 NP_055403 NP_955457 NR_045948 NR_045951 XM_017027837 XM_017027838 XP_016883326 XP_016883327	inside exon	inside	4586	inside exon	0	4	5	inside transcription region	-	6943	NA	30813	28719
7725	chr3	15105520	15105520	-0.075652946	0.075652946	129281	84015	84015	1	3	MRPS25	NM_022497 NP_071942 NR_135246 NR_135247 XR_001740234	inside intron	inside	1296	inside intron	1047	1	4	inside transcription region	-	16097	NA	64432	52943
3749	chr11	116105931	116105931	-0.075629001	0.075629001	40344	297653	297653	1	1	LINC00900	NR_034148	upstream	upstream	474586	NA	NA	NA	3	NA	-	3176	NA	283143	26035
545	chr14	21769176	21769176	0.075616469	0.075616469	58307	339618	339618	1	5	RPGRIP1	NM_020366 NP_065099 XM_005267879 XM_005267880 XM_005267881 XM_011536978 XM_011536979 XM_011536980 XM_011536981 XM_011536982 XM_017021473 XP_005267936 XP_005267937 XP_005267938 XP_011535280 XP_011535281 XP_011535282 XP_011535283 XP_011535284 XP_016876962	inside exon	inside	13040	inside exon	0	3	24	inside transcription region	+	63324	NA	57096	47809
1728	chr1	2137307	2137307	-0.075606685	0.075606685	684	2180	2180	1	6	FAAP20	NM_001146310 NM_001256945 NM_001256946 NM_001256947 NM_001282670 NM_001282671 NM_001282672 NM_001282673 NM_182533 NP_001139782 NP_001243874 NP_001243875 NP_001243876 NP_001269599 NP_001269600 NP_001269601 NP_001269602 NP_872339 NR_024445 NR_046427 XM_006710419 XM_006710421 XM_011540914 XM_011540921 XM_011540922 XM_017000553 XM_017000554 XM_017000555 XM_017000556 XM_017000557 XP_006710482 XP_006710484 XP_011539216 XP_011539223 XP_011539224 XP_016856042 XP_016856043 XP_016856044 XP_016856045 XP_016856046	inside intron	inside	1865	inside intron	436	3	8	5' UTR	-	23273	NA	199990	16426
6258	chr19	8653285	8653285	-0.075594551	0.075594551	95894	431334	431334	1	1	ADAMTS10	NM_001282352 NM_030957 NP_001269281 NP_112219 XM_006722917 XM_017027338 XM_017027339 XM_017027340 XP_006722980 XP_016882827 XP_016882828 XP_016882829 XR_001753770	inside intron	inside	22303	inside intron	840	17	23	inside transcription region	-	25809	NA	81794	63561
5534	chr16	85933163	85933163	-0.075568576	0.075568576	79234	387605	387605	1	9	IRF8	NM_002163 NP_002154 XM_017023199 XP_016878688	inside intron	inside	389	inside intron	-333	1	9	5' UTR	+	23437	NA	3394	30328
371	chr11	78771032	78771032	0.075536254	0.075536254	38589	294053	294053	1	1	TENM4	NM_001098816 NP_001092286 XM_011544933 XM_017017525 XM_017017526 XP_011543235 XP_016873014 XP_016873015	inside intron	inside	10022	inside intron	4750	2	4	inside transcription region	-	180224	NA	26011	23541
7001	chr2	168115266	168115266	-0.075529237	0.075529237	113383	69039	69039	1	1	XIRP2	NM_001079810 NM_001199143 NM_001199144 NM_001199145 NM_152381 NP_001073278 NP_001186072 NP_001186073 NP_001186074 NP_689594 XM_017003309 XP_016858798	inside exon	inside	71473	inside exon	0	8	8	inside transcription region	+	72468	NA	129446	10303
11200	chr8	47748435	47748435	-0.075516336	0.075516336	188764	226564	226564	1	1	LINC00293	NR_027012 NR_027013	upstream	upstream	4073	NA	NA	NA	12	NA	+	14899	NA	497634	38202
4496	chr13	102865555	102865555	-0.075515676	0.075515676	56685	335122	335122	1	1	FGF14	NM_001321931 NM_001321932 NM_001321933 NM_001321934 NM_001321935 NM_001321936 NM_001321937 NM_001321938 NM_001321939 NM_001321940 NM_001321941 NM_001321942 NM_001321943 NM_001321944 NM_001321945 NM_001321946 NM_001321947 NM_001321948 NM_001321949 NM_004115 NM_175929 NP_001308860 NP_001308861 NP_001308862 NP_001308863 NP_001308864 NP_001308865 NP_001308866 NP_001308867 NP_001308868 NP_001308869 NP_001308870 NP_001308871 NP_001308872 NP_001308873 NP_001308874 NP_001308875 NP_001308876 NP_001308877 NP_001308878 NP_004106 NP_787125	inside intron	inside	188569	inside intron	188265	1	5	inside transcription region	-	680919	NA	2259	18485
10081	chr7	14876371	14876371	-0.075509044	0.075509044	174505	194318	194318	1	1	DGKB	NM_001350705 NM_001350706 NM_001350707 NM_001350708 NM_001350709 NM_001350711 NM_001350712 NM_001350714 NM_001350715 NM_001350716 NM_001350717 NM_001350718 NM_001350719 NM_001350720 NM_001350721 NM_001350722 NM_001350723 NM_001350724 NM_004080 NM_145695 NP_001337634 NP_001337635 NP_001337636 NP_001337637 NP_001337638 NP_001337640 NP_001337641 NP_001337643 NP_001337644 NP_001337645 NP_001337646 NP_001337647 NP_001337648 NP_001337649 NP_001337650 NP_001337651 NP_001337652 NP_001337653 NP_004071 NP_663733 XM_005249628 XM_005249629 XM_005249630 XM_005249631 XM_011515153 XM_011515154 XM_011515156 XM_011515157 XM_011515158 XM_017011783 XM_017011784 XM_017011785 XM_017011786 XM_017011787 XM_017011788 XM_017011789 XM_017011790 XM_017011791 XM_017011792 XP_005249685 XP_005249686 XP_005249687 XP_005249688 XP_011513455 XP_011513456 XP_011513458 XP_011513459 XP_011513460 XP_016867272 XP_016867273 XP_016867274 XP_016867275 XP_016867276 XP_016867277 XP_016867278 XP_016867279 XP_016867280 XP_016867281 XR_001744571	inside intron	inside	66179	inside intron	4447	2	10	inside transcription region	-	217680	NA	1607	14169
362	chr11	72968848	72968848	0.075502247	0.075502247	37939	292656	292656	1	1	P2RY6	NM_001277204 NM_001277205 NM_001277206 NM_001277207 NM_001277208 NM_004154 NM_176796 NM_176797 NM_176798 NP_001264133 NP_001264134 NP_001264135 NP_001264136 NP_001264137 NP_789766 NP_789767 NP_789768 XM_005274022 XM_006718571 XM_011545076 XM_011545077 XM_011545079 XP_005274079 XP_006718634 XP_011543378 XP_011543379 XP_011543381	upstream	upstream	6702	NA	NA	NA	3	NA	+	34120	NA	5031	38364
2673	chr10	11284548	11284548	-0.075502168	0.075502168	21474	252011	252011	1	1	CELF2	NM_001025076 NM_001025077 NM_001083591 NM_001326317 NM_001326318 NM_001326319 NM_001326320 NM_001326321 NM_001326323 NM_001326324 NM_001326325 NM_001326326 NM_001326327 NM_001326328 NM_001326329 NM_001326330 NM_001326331 NM_001326332 NM_001326333 NM_001326334 NM_001326335 NM_001326336 NM_001326337 NM_001326338 NM_001326339 NM_001326340 NM_001326341 NM_001326342 NM_001326343 NM_001326344 NM_001326345 NM_001326346 NM_001326347 NM_001326348 NM_001326349 NM_006561 NP_001020247 NP_001020248 NP_001077060 NP_001313246 NP_001313247 NP_001313248 NP_001313249 NP_001313250 NP_001313252 NP_001313253 NP_001313254 NP_001313255 NP_001313256 NP_001313257 NP_001313258 NP_001313259 NP_001313260 NP_001313261 NP_001313262 NP_001313263 NP_001313264 NP_001313265 NP_001313266 NP_001313267 NP_001313268 NP_001313269 NP_001313270 NP_001313271 NP_001313272 NP_001313273 NP_001313274 NP_001313275 NP_001313276 NP_001313277 NP_001313278 NP_006552 XM_005252354 XM_005252357 XM_005252358 XM_006717373 XM_011519294 XM_011519297 XM_017015542 XM_017015543 XM_017015544 XM_017015545 XM_017015546 XM_017015547 XM_017015548 XM_017015549 XM_017015550 XM_017015551 XM_017015552 XM_017015553 XM_017015554 XM_017015555 XM_017015556 XM_017015557 XM_017015558 XM_017015559 XM_017015560 XM_017015561 XM_017015562 XM_017015563 XM_017015564 XM_017015565 XM_017015566 XM_017015567 XM_017015568 XM_017015569 XM_017015570 XM_017015571 XM_017015572 XP_005252411 XP_005252414 XP_005252415 XP_006717436 XP_011517596 XP_011517599 XP_016871031 XP_016871032 XP_016871033 XP_016871034 XP_016871035 XP_016871036 XP_016871037 XP_016871038 XP_016871039 XP_016871040 XP_016871041 XP_016871042 XP_016871043 XP_016871044 XP_016871045 XP_016871046 XP_016871047 XP_016871048 XP_016871049 XP_016871050 XP_016871051 XP_016871052 XP_016871053 XP_016871054 XP_016871055 XP_016871056 XP_016871057 XP_016871058 XP_016871059 XP_016871060 XP_016871061	inside intron	inside	77099	inside intron	6567	2	10	5' UTR	+	167156	NA	10659	5600
5985	chr17	78442672	78442672	-0.075498027	0.075498027	90169	415881	415881	1	5	NPTX1	NM_002522 NP_002513	inside exon	inside	7732	inside exon	0	5	5	3'UTR	-	9771	NA	4884	37843
10717	chr7	158905015	158905015	-0.075493521	0.075493521	184973	218187	218187	1	4	VIPR2	NM_001304522 NM_001308259 NM_003382 NP_001291451 NP_001295188 NP_003373 NR_130758 XM_005249561 XM_006716107 XM_006716108 XM_011516550 XM_017012580 XP_005249618 XP_006716170 XP_006716171 XP_011514852 XP_016868069 XR_242047	inside intron	inside	32634	inside intron	-2404	3	9	inside transcription region	-	110432	NA	7434	58487
6862	chr2	85769597	85769597	-0.075489569	0.075489569	108847	59855	59855	1	1	MAT2A	NM_005911 NP_005902	inside exon	inside	1391	inside exon	0	3	3	3'UTR	+	1462	NA	4144	34973
3387	chr11	1471939	1471939	-0.075486563	0.075486563	31249	275239	275239	1	7	BRSK2	NM_001256627 NM_001256629 NM_001256630 NM_001282218 NM_003957 NP_001243556 NP_001243558 NP_001243559 NP_001269147 NP_003948 NR_046331 XM_005253218 XM_006718374 XM_006718376 XM_011520461 XM_011520462 XM_017018532 XM_017018533 XM_017018534 XM_017018535 XM_017018536 XM_017018537 XM_017018538 XP_005253275 XP_006718437 XP_006718439 XP_011518763 XP_011518764 XP_016874021 XP_016874022 XP_016874023 XP_016874024 XP_016874025 XP_016874026 XP_016874027 XR_001748025 XR_001748026 XR_242831 XR_930925 XR_930926	inside exon	inside	122	inside exon	0	1	7	5' UTR	+	12102	NA	9024	68836
750	chr17	45681383	45681383	0.075483449	0.075483449	86437	406454	406454	1	1	NPEPPS	NM_001330257 NM_006310 NP_001317186 NP_006301 XM_011525496 XM_017025372 XM_017025373 XP_011523798 XP_016880861 XP_016880862	inside exon	inside	523	inside exon	0	1	6	inside transcription region	+	16720	NA	9520	71542
8832	chr5	32709301	32709301	-0.075482252	0.075482252	151428	132160	132160	1	32	NPR3	NM_000908 NM_001204375 NM_001204376 NM_024563 NP_000899 NP_001191304 NP_001191305 XM_005248309 XM_011514047 XM_011514048 XM_011514049 XM_011514050 XM_017009492 XP_005248366 XP_011512349 XP_011512350 XP_011512351 XP_011512352 XP_016864981	promoter	promoter	1442	NA	NA	NA	8	NA	+	81087	NA	4883	37840
7937	chr3	130068026	130068026	-0.075469219	0.075469219	136065	98079	98079	1	1	COL6A5	NM_001278298 NM_153264 NP_001265227 NP_694996 NR_022012 XM_011512621 XM_011512622 XM_011512623 XP_011510923 XP_011510924 XP_011510925	inside intron	inside	3667	inside intron	-3201	1	41	5' UTR	+	139331	NA	256076	22511
3087	chr10	130684659	130684659	-0.075467094	0.075467094	29712	269880	269880	1	2	MGMT	NM_002412 NP_002403 XM_005252682 XM_017016275 XP_005252739 XP_016871764	upstream	upstream	580795	NA	NA	NA	5	NA	+	300329	NA	4255	35413
10796	chr8	1104210	1104210	-0.075466287	0.075466287	185266	218889	218889	1	1	NA	NA	downstream	downstream	416623	NA	NA	NA	4	NA	+	400190	NA	619343	51236
10698	chr7	158040099	158040099	-0.075451752	0.075451752	184729	217516	217516	1	2	PTPRN2	NM_001308267 NM_001308268 NM_002847 NM_130842 NM_130843 NP_001295196 NP_001295197 NP_002838 NP_570857 NP_570858 XM_011516446 XM_011516447 XM_011516448 XM_011516449 XM_017012475 XM_017012476 XP_011514748 XP_011514749 XP_011514750 XP_011514751 XP_016867964 XP_016867965	inside intron	inside	340383	inside intron	-42133	3	22	inside transcription region	-	1048732	NA	5799	49621
10022	chr7	3313269	3313269	-0.075443144	0.075443144	173612	192034	192034	1	1	SDK1	NM_001079653 NM_152744 NP_001073121 NP_689957 XM_011515188 XM_011515189 XM_011515190 XM_017011837 XM_017011838 XM_017011839 XM_017011840 XP_011513490 XP_011513491 XP_011513492 XP_016867326 XP_016867327 XP_016867328 XP_016867329	upstream	upstream	27811	NA	NA	NA	45	NA	+	967551	NA	221935	18226
10209	chr7	41846653	41846653	-0.075418632	0.075418632	176364	198414	198414	1	1	INHBA-AS1	NR_027118 NR_027119	downstream	downstream	113139	NA	NA	NA	4	NA	+	85462	NA	285954	27131
8778	chr5	5886274	5886274	-0.075407178	0.075407178	150440	130376	130376	1	1	ICE1	NM_015325 NP_056140 XM_011513999 XM_017009285 XP_011512301 XP_016864774 XR_001742051	downstream	downstream	463488	NA	NA	NA	19	NA	+	67561	NA	23379	20774
9310	chr6	27569094	27569094	-0.075384632	0.075384632	162816	157130	157130	1	2	LINC01012	NR_038292 NR_038293 NR_038294	upstream	upstream	92720	NA	NA	NA	3	NA	+	16187	NA	100507173	2221
2743	chr10	18679429	18679429	-0.075383438	0.075383438	22015	253198	253198	1	1	CACNB2	NM_000724 NM_001167945 NM_001330060 NM_201570 NM_201571 NM_201572 NM_201590 NM_201593 NM_201596 NM_201597 NP_000715 NP_001161417 NP_001316989 NP_963864 NP_963865 NP_963866 NP_963884 NP_963887 NP_963890 NP_963891 XM_005252588 XM_005252591 XM_006717502 XM_011519659 XM_011519660 XM_017016625 XP_005252645 XP_005252648 XP_006717565 XP_011517961 XP_011517962 XP_016872114 XR_001747198	inside intron	inside	49815	inside intron	11423	2	13	inside transcription region	+	201074	NA	783	59562
9305	chr6	27484919	27484919	-0.075379451	0.075379451	162805	157087	157087	1	1	ZNF184	NM_001318891 NM_001318892 NM_001318893 NM_001347832 NM_007149 NP_001305820 NP_001305821 NP_001305822 NP_001334761 NP_009080 NR_144687 NR_144688 XM_011514861 XP_011513163	upstream	upstream	44022	NA	NA	NA	6	NA	-	22376	NA	7738	59215
6373	chr19	35646675	35646675	-0.075376341	0.075376341	98519	438751	438751	1	1	FXYD5	NM_001164605 NM_001320912 NM_001320913 NM_014164 NM_144779 NP_001158077 NP_001307841 NP_001307842 NP_054883 NP_659003 NR_028406	inside intron	inside	830	inside intron	-160	2	9	inside transcription region	+	14943	NA	53827	41730
6264	chr19	8669981	8669981	-0.075375428	0.075375428	95904	431352	431352	1	5	ADAMTS10	NM_001282352 NM_030957 NP_001269281 NP_112219 XM_006722917 XM_017027338 XM_017027339 XM_017027340 XP_006722980 XP_016882827 XP_016882828 XP_016882829 XR_001753770	inside exon	inside	5607	inside exon	0	3	23	5' UTR	-	25809	NA	81794	63561
6646	chr2	1864151	1864151	-0.075374827	0.075374827	103144	47776	47776	1	1	MYT1L	NM_001303052 NM_001329844 NM_001329845 NM_001329846 NM_001329847 NM_001329848 NM_001329849 NM_001329851 NM_001329852 NM_015025 NP_001289981 NP_001316773 NP_001316774 NP_001316775 NP_001316776 NP_001316777 NP_001316778 NP_001316780 NP_001316781 NP_055840 XM_011510318 XM_011510319 XM_011510320 XM_011510321 XM_011510322 XM_011510323 XM_011510324 XM_011510325 XM_011510326 XM_011510327 XM_011510328 XM_011510331 XM_011510332 XM_017003604 XM_017003605 XM_017003606 XM_017003607 XM_017003608 XM_017003609 XM_017003610 XM_017003611 XM_017003612 XM_017003613 XM_017003614 XM_017003615 XM_017003616 XM_017003617 XM_017003618 XM_017003619 XM_017003620 XM_017003621 XM_017003622 XP_011508620 XP_011508621 XP_011508622 XP_011508623 XP_011508624 XP_011508625 XP_011508626 XP_011508627 XP_011508628 XP_011508629 XP_011508630 XP_011508633 XP_011508634 XP_016859093 XP_016859094 XP_016859095 XP_016859096 XP_016859097 XP_016859098 XP_016859099 XP_016859100 XP_016859101 XP_016859102 XP_016859103 XP_016859104 XP_016859105 XP_016859106 XP_016859107 XP_016859108 XP_016859109 XP_016859110 XP_016859111	inside intron	inside	470894	inside intron	-8675	19	25	inside transcription region	-	542160	NA	23040	19411
4044	chr12	97631769	97631769	-0.075371047	0.075371047	48901	316964	316964	1	1	RMST	NR_024037	upstream	upstream	227030	NA	NA	NA	9	NA	+	68745	NA	196475	16144
10228	chr7	44677772	44677772	-0.075370654	0.075370654	176647	199099	199099	1	1	OGDH	NM_001003941 NM_001165036 NM_002541 NP_001003941 NP_001158508 NP_002532 XM_005249759 XM_005249761 XM_011515408 XP_005249816 XP_005249818 XP_011513710	inside intron	inside	13856	inside intron	7153	2	21	5' UTR	+	84753	NA	4967	38137
10828	chr8	1248861	1248861	-0.075368903	0.075368903	185318	219042	219042	1	5	LOC286083	NR_033895 NR_111948	inside exon	inside	1966	inside exon	0	1	3	inside transcription region	-	6533	NA	286083	27195
